datetime,C/A,Unit,SCP,Station,Line Name,Division,Description,Entries,Exits,EntVal,ExtVal,Valid
1/30/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,74690,35997,38,30,1
1/30/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,74752,36116,62,119,1
1/30/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,74776,36197,24,81,1
1/31/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,74782,36204,6,7,1
1/31/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,74937,36211,155,7,1
1/31/2018 9:45,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,75288,36230,351,19,1
1/31/2018 9:52,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,75292,36231,4,1,1
1/31/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,75323,36242,31,11,1
1/31/2018 14:44,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,75366,36266,43,24,1
1/31/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,75371,36270,5,4,1
1/31/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,75407,36366,36,96,1
1/31/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,75426,36432,19,66,1
2/1/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,75428,36441,2,9,1
2/1/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,75596,36452,168,11,1
2/1/2018 8:18,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,75816,36462,220,10,1
2/1/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,75919,36476,103,14,1
2/1/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,75966,36516,47,40,1
2/1/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,76008,36632,42,116,1
2/1/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,76031,36695,23,63,1
2/2/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,76036,36714,5,19,1
2/2/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,76168,36720,132,6,1
2/2/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,76454,36737,286,17,1
2/2/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,76503,36777,49,40,1
2/2/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,76545,36872,42,95,1
2/2/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,76569,36938,24,66,1
2/3/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,76572,36948,3,10,1
2/3/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,76590,36955,18,7,1
2/3/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,76636,36973,46,18,1
2/3/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,76677,36989,41,16,1
2/3/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,76701,37015,24,26,1
2/3/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,76711,37035,10,20,1
2/4/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,76715,37042,4,7,1
2/4/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,76728,37044,13,2,1
2/4/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,76746,37052,18,8,1
2/4/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,76766,37067,20,15,1
2/4/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,76781,37086,15,19,1
2/4/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,76795,37108,14,22,1
2/5/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,76797,37119,2,11,1
2/5/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,76945,37127,148,8,1
2/5/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,77282,37145,337,18,1
2/5/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,77330,37175,48,30,1
2/5/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,77370,37283,40,108,1
2/5/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,77389,37333,19,50,1
2/6/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,77393,37341,4,8,1
2/6/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,77543,37349,150,8,1
2/6/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,77881,37373,338,24,1
2/6/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,77929,37401,48,28,1
2/6/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,77977,37524,48,123,1
2/6/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,77996,37586,19,62,1
2/7/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,77998,37597,2,11,1
2/7/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,78158,37604,160,7,1
2/7/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,78477,37635,319,31,1
2/7/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,78526,37669,49,34,1
2/7/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,78573,37787,47,118,1
2/7/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,78586,37847,13,60,1
2/8/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,78594,37863,8,16,1
2/8/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,78724,37875,130,12,1
2/8/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,79060,37894,336,19,1
2/8/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,79118,37921,58,27,1
2/8/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,79165,38044,47,123,1
2/8/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,79181,38091,16,47,1
2/9/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,79185,38102,4,11,1
2/9/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,79327,38107,142,5,1
2/9/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,79622,38128,295,21,1
2/9/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,79679,38152,57,24,1
2/9/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,79731,38263,52,111,1
2/9/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,79745,38304,14,41,1
2/10/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,79749,38317,4,13,1
2/10/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,79761,38324,12,7,1
2/10/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,79813,38336,52,12,1
2/10/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,79871,38361,58,25,1
2/10/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,79897,38393,26,32,1
2/10/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,79913,38409,16,16,1
2/11/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,79917,38419,4,10,1
2/11/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,79928,38425,11,6,1
2/11/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,79951,38440,23,15,1
2/11/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,79975,38453,24,13,1
2/11/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,79993,38475,18,22,1
2/11/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,80002,38486,9,11,1
2/12/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,80006,38494,4,8,1
2/12/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,80158,38499,152,5,1
2/12/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,80450,38526,292,27,1
2/12/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,80505,38555,55,29,1
2/12/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,80559,38621,54,66,1
2/12/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,80575,38671,16,50,1
2/13/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,80576,38680,1,9,1
2/13/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,80736,38687,160,7,1
2/13/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,81031,38710,295,23,1
2/13/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,81071,38756,40,46,1
2/13/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,81115,38848,44,92,1
2/13/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,81124,38938,9,90,1
2/14/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,81126,38952,2,14,1
2/14/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,81301,38963,175,11,1
2/14/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,81693,38994,392,31,1
2/14/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,81759,39025,66,31,1
2/14/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,81834,39115,75,90,1
2/14/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,81856,39168,22,53,1
2/15/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,81864,39175,8,7,1
2/15/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,82019,39185,155,10,1
2/15/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,82417,39205,398,20,1
2/15/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,82460,39223,43,18,1
2/15/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,82503,39333,43,110,1
2/15/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,82519,39396,16,63,1
2/16/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,82524,39412,5,16,1
2/16/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,82658,39417,134,5,1
2/16/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,82885,39450,227,33,1
2/16/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,82940,39491,55,41,1
2/16/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,82990,39591,50,100,1
2/16/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,83003,39645,13,54,1
2/17/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,83007,39655,4,10,1
2/17/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,83024,39660,17,5,1
2/17/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,83068,39677,44,17,1
2/17/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,83101,39700,33,23,1
2/17/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,83135,39742,34,42,1
2/17/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,83154,39772,19,30,1
2/18/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,83156,39782,2,10,1
2/18/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,83165,39785,9,3,1
2/18/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,83191,39794,26,9,1
2/18/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,83213,39810,22,16,1
2/18/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,83235,39831,22,21,1
2/18/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,83247,39844,12,13,1
2/19/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,83247,39852,0,8,1
2/19/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,83300,39857,53,5,1
2/19/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,83370,39877,70,20,1
2/19/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,83407,39922,37,45,1
2/19/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,83445,39960,38,38,1
2/19/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,83461,39994,16,34,1
2/20/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,83466,40006,5,12,1
2/20/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,83667,40016,201,10,1
2/20/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,84108,40043,441,27,1
2/20/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,84184,40067,76,24,1
2/20/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,84262,40183,78,116,1
2/20/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,84287,40254,25,71,1
2/21/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,84292,40267,5,13,1
2/21/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,84438,40273,146,6,1
2/21/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,84659,40287,221,14,1
2/21/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,84722,40320,63,33,1
2/21/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,84774,40414,52,94,1
2/21/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,84788,40485,14,71,1
2/22/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,84792,40494,4,9,1
2/22/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,84922,40497,130,3,1
2/22/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,85164,40527,242,30,1
2/22/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,85216,40564,52,37,1
2/22/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,85262,40686,46,122,1
2/22/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,85273,40741,11,55,1
2/23/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,85274,40751,1,10,1
2/23/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,85408,40757,134,6,1
2/23/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,85621,40787,213,30,1
2/23/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,85679,40823,58,36,1
2/23/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,85733,40927,54,104,1
2/23/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,85748,40992,15,65,1
2/24/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,RECOVR AUD,85754,41007,6,15,1
2/24/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,85772,41012,18,5,1
2/24/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,85813,41026,41,14,1
2/24/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,85842,41049,29,23,1
2/24/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,85872,41091,30,42,1
2/24/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,85888,41111,16,20,1
2/25/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,85891,41124,3,13,1
2/25/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,85895,41135,4,11,1
2/25/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,85909,41146,14,11,1
2/25/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,85927,41159,18,13,1
2/25/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,85938,41190,11,31,1
2/25/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,85954,41208,16,18,1
2/26/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,85954,41212,0,4,1
2/26/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,86083,41218,129,6,1
2/26/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,86422,41238,339,20,1
2/26/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,86491,41261,69,23,1
2/26/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,86541,41368,50,107,1
2/26/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,86556,41426,15,58,1
2/27/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,86559,41441,3,15,1
2/27/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,86704,41451,145,10,1
2/27/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,86990,41475,286,24,1
2/27/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,87043,41506,53,31,1
2/27/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,87094,41636,51,130,1
2/27/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,87108,41694,14,58,1
2/28/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,87111,41707,3,13,1
2/28/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,87266,41708,155,1,1
2/28/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,87587,41733,321,25,1
2/28/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,87631,41772,44,39,1
2/28/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,87674,41864,43,92,1
2/28/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,87693,41937,19,73,1
3/1/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,87695,41948,2,11,1
3/1/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,87826,41957,131,9,1
3/1/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,88154,41974,328,17,1
3/1/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,88207,42000,53,26,1
3/1/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,88245,42115,38,115,1
3/1/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,88263,42184,18,69,1
3/2/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,88271,42194,8,10,1
3/2/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,88402,42203,131,9,1
3/2/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,88656,42225,254,22,1
3/2/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,88684,42260,28,35,1
3/2/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,88734,42378,50,118,1
3/2/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,88751,42423,17,45,1
3/3/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,88755,42433,4,10,1
3/3/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,88777,42441,22,8,1
3/3/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,88818,42465,41,24,1
3/3/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,88860,42491,42,26,1
3/3/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,88896,42529,36,38,1
3/3/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,88910,42551,14,22,1
3/4/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,88918,42563,8,12,1
3/4/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,88927,42567,9,4,1
3/4/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,88955,42576,28,9,1
3/4/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,88987,42599,32,23,1
3/4/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,89004,42625,17,26,1
3/4/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,89027,42638,23,13,1
3/5/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,89031,42644,4,6,1
3/5/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,89168,42659,137,15,1
3/5/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,89504,42685,336,26,1
3/5/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,89549,42727,45,42,1
3/5/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,89591,42835,42,108,1
3/5/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,89607,42888,16,53,1
3/6/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,89611,42900,4,12,1
3/6/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,89776,42911,165,11,1
3/6/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,90118,42936,342,25,1
3/6/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,90175,42970,57,34,1
3/6/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,90224,43095,49,125,1
3/6/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,90243,43166,19,71,1
3/7/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,90249,43174,6,8,1
3/7/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,90350,43182,101,8,1
3/7/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,90593,43209,243,27,1
3/7/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,90627,43246,34,37,1
3/7/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,90659,43353,32,107,1
3/7/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,90666,43382,7,29,1
3/8/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,90669,43389,3,7,1
3/8/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,90787,43395,118,6,1
3/8/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,91124,43416,337,21,1
3/8/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,91183,43458,59,42,1
3/8/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,91226,43560,43,102,1
3/8/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,91243,43618,17,58,1
3/9/2018 3:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,91247,43628,4,10,1
3/9/2018 7:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,91392,43638,145,10,1
3/9/2018 11:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,91667,43663,275,25,1
3/9/2018 15:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,91719,43700,52,37,1
3/9/2018 19:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,91783,43821,64,121,1
3/9/2018 23:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,91809,43875,26,54,1
3/17/2018 0:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,95051,45313,3242,1438,1
3/17/2018 4:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,95052,45325,1,12,1
3/17/2018 8:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,95091,45338,39,13,1
3/17/2018 12:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,95140,45362,49,24,1
3/17/2018 16:00,N343,R019,00-00-06,JAMAICA 179 ST,F,IND,REGULAR,95180,45394,40,32,1
